第,h
中游,nl
正阳关,ns
复建,v
漫,v
滞洪区,n
金陵东路四百九十号,ns
新华瓷器商店,ni
传热,v
锅底,nl
下塌,v
新华路四百号,ns
香花商场,ni
淮海旧贷商店,ni
二百六十五,m
启东,ns
金狮,ni
波段,n
直流,v
台式,n
金陵东路五○一号,ns
上海交电站金陵供应部,ni
方塔牌,ni
山羊皮,n
茄克衫,n
硝,n
山西南路一八三号,ns
新建综合贸易商店,ni
灯罩,n
皮箱,n
复兴中路一六六号,ns
发华贸易商行,ni
有售,v
中山南二路大木桥路口,ns
南洋商场,ni
手绘,v
氯化钠,n
唐山路六○一号,ns
唐山工业公司,ni
棕,n
标上,v
自吹自擂,i
艾,n
辟邪,v
江宁路四五三号,ns
康定工业公司,ni
啤酒杯,n
折价,v
东方木器厂,ni
玻璃橱,n
１７５０,m
８４０,m
３８０,m
配有,v
橱,n
香樟木,n
镶边,v
线条,n
公兴路,ns
中兴路口,ns
大自鸣钟工农兵文化用品商店,ni
铝制,v
镀金,v
南京东路七五○号,ns
服装店,n
斜纹,n
同济路,ns
交通枢纽,i
阜平县,ns
划定,v
初评,v
劣者,n
制笔,v
圆珠笔,n
三十一点六,m
七点二,m
馏,v
二百二十万,m
求诊,v
定县,ns
汽车站,n
李亲顾,nh
粮店,n
非生产性,n
撤换,v
村委会,j
专业队,n
枣园,n
清晨,nt
定县东丁村大队,ns
宅基,n
麦苗,n
换成,v
一百一十二,m
年收入,n
厄尔尼诺,n
温,n
不善,a
玉米秸,n
薯,n
收留,v
稗子,n
警力,n
二百五十万,m
涌至,v
住宿,v
瓢泼,a
湿透,v
衣衫,n
保管员,n
一亿零八百九十八万,m
九千九百八十八万,m
１５４,m
人民法庭,n
法庭,n
解放初,nt
三点五,m
积肥,v
荆,n
拾粪,v
每时,nt
惊人之举,i
软磨硬泡,i
运价,n
带头作用,v
腐肉,n
犀利,a
细部,n
５万,m
依托,v
良都公社,ns
星期二,nt
井陉县南秀林大队,ns
专业组,n
轮班,v
写满,v
稿纸,n
取材,v
讽刺,v
时弊,n
成章,v
诙谐,a
行情,n
大龄,n
未婚,v
征婚,v
上海易初摩托车有限公司,ni
情义,n
点点滴滴,i
心田,n
助人为乐,i
张辛国,nh
责任书,n
卓,d
边寨,n
发火,v
萌,v
蘖,n
萌生,v
枝干,n
宏图,n
王树森,nh
身患,v
三秋,nt
夜间,nt
本职,n
务求,v
分站,n
一倍,m
留店,ns
莎,nhf
殉,v
检点,v
天兵天将,n
东关工商所,ni
庞维廉,nh
留党察看,i
撤职,v
逞,v
吃苦,v
敏感,a
厚道,a
才干,n
釉,n
规整,a
摔坏,v
营私舞弊,i
放任自流,i
掌管,v
生效,v
精通,v
撒手不管,i
大包干,i
分田,v
集体领导,v
必要性,n
总收入,n
畦,n
水浇地,n
看山,v
护林,v
难看,a
姑父,n
作呕,v
粮站,n
对应,v
献血,v
李安喜,nh
昏迷,v
验血,v
输氧,v
流下,v
手提包,n
牛耳,n
尖刀,n
宽边,n
自豪感,n
奸,a
猾,a
不失为,v
虚,v
五交化公司,ni
史泽儒,nh
１８５０,m
急火火,a
排水沟,n
沟内,nl
踝骨,n
独生子,n
直想,v
打架,v
售票处,n
门票,n
３４．８,m
２６．１,m
３０．４,m
男女平等,v
看场,v
点缀,v
意思意思,v
转脸,v
不好意思,i
篮,n
铺满,v
青黄不接,i
平泉县委,ni
赶往,v
七沟公社,ns
病危,a
党校,n
脑溢血,n
情书,n
小看,v
忠义,nhs
檐上,nl
杨保利,nh
放开手脚,i
破旧,a
放之四海而皆准,i
教条,n
关税,n
主要矛盾,n
思想路线,n
政治路线,n
组织路线,n
强劲,a
基于,p
论坛,n
磋商,v
红白喜事,i
新气象,n
亲耳,d
算卦,v
铜锣,n
敲击,v
心悸,v
寿,n
场景,n
丧事,n
重男轻女,i
遗弃,v
女婴,n
请神,v
仙,n
驱鬼,v
祛邪,v
算命,v
相面,v
黄道吉日,i
威力,n
获取,v
摩登,a
查理,nh
驱赶,v
极度,d
神经错乱,v
疯人院,n
搅拌,v
辛酸,a
顾霖,nh
孟玮,nh
宫灯,n
安放,v
苍翠,a
大笑,v
嚎叫,v
刀伤,n
上唇,n
娘家,n
上海红兵机修厂,ni
不计,v
迎着,v
上钢五厂,ni
龙柏饭店,ni
上海宾馆,ni
组团,v
松江县新浜乡,ns
乌云,n
密布,v
金蛇,n
闪电,n
裂,v
惊雷,n
直泻,v
间杂,v
冰雹,n
虐,v
突如其来,i
赠物,v
转赠,v
颤抖,v
执着,a
分列,v
军乐,n
护卫,v
八一,j
军旗,n
循序,v
机群,n
炮车,n
炮手,n
坦克兵,n
锹,n
工兵,n
布雷,v
好于,v
檐,n
柱,n
满天,n
瑞气,n
遍地,n
斩,v
这下子,r
吹喇叭,v
名声,n
冒尖,v
适逢,v
盛装,n
白涧区,ns
人均收入,n
守旧,a
土里,nl
淘金,v
六十七万,m
区公所,n
货场,n
如数,d
附着物,n
信用社,n
统管,v
康保县西伙坊大队,ns
对半,d
馋,a
烧饼,n
馃子,n
顶用,v
经济规律,n
支农,v
幌子,n
伤农,v
猪鬃,n
千丝万缕,i
拉线,v
着眼于,v
翌日,nt
沙沟村,ns
办校,v
混上,v
表格,n
畏难,v
消极态度,n
帐面,nl
到头来,d
小算盘,n
克扣,v
下锅,v
薛磊,nh
林莉,nh
孙春莅,nh
叶蓓蓓,nh
田径运动,n
Ｏ三,m
北京电视台,ni
拜年,v
撼,v
余震,n
仅次于,v
１９０６,m
毁灭性,n
摇晃,v
坍塌,v
裂缝,n
震情,n
６.９,m
击倒,v
重拳,n
强制性,n
风速,n
能见度,n
小于,v
辞海,n
编委会,j
争分夺秒,i
大干快上,i
静默,v
发报,v
需用,v
发动机,n
雷达,n
李连利,nh
４７,m
吓人,v
气流,n
金元卓,nh
清水悟,nh
崔哲浩,nh
赵友凤,nh
阎明,nh
简称,v
机械性,n
推理,v
不要说,v
运算,v
加法,n
游完,v
王静,nh
潘蓓蓉,nh
池中,nl
所向无敌,i
金凡,nh
直前,v
终点,n
分分秒秒,nt
放走,v
蹼泳,n
武玉华,nh
南厢,ns
内存,n
显示屏,n
精装书,n
茫茫,a
吭,v
甲组,n
黄小敏,nh
功亏一篑,i
乾,n
芦事,j
芦沟桥,ns
足迹,n
秒钟,nt
毫秒,q
电磁,n
脉冲,n
记录仪,n
真面目,n
光速,n
斯腾,nh
女孩子,n
习得,n
用劲,v
时差,n
时间性,n
商情,n
军情,n
政情,n
经济信息,n
聆,v
险胜,v
编组,v
幅宽,n
生产率,n
马力,n
谷物,n
联合收割机,n
吞吐,v
广播卫星,n
运载火箭,n
翻涌,v
显现,v
电波,n
磁带,n
神速,a
胼胝体,n
２０亿,m
神经纤维,n
启动,v
句子,n
４００亿,m
电脉冲,n
传递到,v
静止,v
浓缩,v
路程,n
圆场,v
电路,n
器件,n
秒表,n
计时,v
萨鲍尼斯,nh
扣篮,v
过猛,a
击,v
钢化玻璃,n
篮板,n
王宽,nh
长长,a
疲乏,a
仰倒,v
靠垫,n
一动不动,i
训练有素,i
井然有序,i
雄纠纠,a
气昂昂,a
肃立,v
报纸上,n
一目十行,i
读完,v
告发,v
龙纯一,nh
吴清正,nh
倪鹏高,nh
直起,v
念叨,v
三娃,nhs
合上,v
眼角,n
带血,v
钻机,n
转速,n
轰响,v
有钱人,n
挨着,v
手榴弹,n
炸响,v
宇宙飞船,n
三菱,ni
汽车公司,n
硅谷,n
慕尼,ns
五万一千,m
两万三千,m
一千一百七十,m
李大志,nh
秒针,n
酣然,d
入梦,v
铃,n
翻开,v
哗,o
洗手,v
马马虎虎,a
黑手,n
水盆,n
冷场,v
踏实,a
痴痴,a
摸到,v
缩回,v
牛奶,n
周华,nh
忍无可忍,i
两三,m
定决心,n
恐惧,v
仇恨,n
再有,v
挟持,v
清白,a
死神,n
全副武装,v
赵勤,nh
压根儿,d
夏国华,nh
可待,v
冲口,v
福宝,nhs
簿子,n
轧头,n
程世方,nh
欣喜,a
词义,n
哐哐,o
模拟考试,v
机枪,n
空空洞洞,a
长上,v
露头,v
自知,v
偷懒,v
摆弄,v
装卸,v
滔滔不绝,i
黄因明,nh
慢声,n
亲热,a
遮没,v
林佩珊,nh
身形,n
胡长贵,nh
掩藏,v
闪烁,v
本能,n
眼睑,n
两颊,n
烟袋,n
尖厉,a
盯上,v
吕屏珍,nh
有方,a
水压,n
熔,v
接机,v
朱自珍,nh
李占春,nh
奋不顾身,i
工友,n
锯,n
留声机,n
心爱,a
照进,v
生平,n
一草一木,i
始,v
船尾,n
舟子,n
坐位,n
从新,d
桨,n
欢喜,a
宝矿,ns
灯草,n
张振山,nh
大手,n
熄,v
狡计,n
上身,n
无备,v
占上风,v
形骸,n
鬼魂,n
车里,nl
影戏,n
普里斯克,nh
开去,v
前次,n
不知不觉,i
阴沉,a
郁,a
扳起,v
如像,v
部下,n
蚕,n
茧子,n
蜕变,v
天职,n
寒暑,n
迫近,v
行者,n
曩,n
昔,n
新大陆,ns
亲吻,v
林巧稚,nh
驻留,v
移开,v
唯独,d
精细,a
准确无误,i
粗细,n
眨眼,v
坚硬,a
水泥地,n
化成,v
六亲不认,i
滑落,v
迟缓,a
右脚,n
拦阻,v
偏斜,v
侧身,v
啷,o
太阳镜,n
驾驶室,n
操纵,v
船只,n
按着,v
融成,v
误差,n
养兵千日,i
养兵,v
四千七百,m
人世间,nl
得而复失,i
临别,v
羞赧,a
凝视,v
赵增勋,nh
刘纯先,nh
抄近路,v
狱中,nl
囚室,n
气味,n
难闻,a
邵奇惠,nh
苦读,v
忘却,v
白昼,nt
黑夜,nt
哗哗,o
教科书,n
日历,n
开方,v
充电,v
化合,v
探入,v
咀嚼,v
反刍,v
惊异,a
撕掉,v
练习簿,n
扫过,v
花上,v
铁道部,ni
车厢,n
活络,a
平板车,n
橡胶厂,n
通宵达旦,i
轮胎,n
扎到,v
钢板,n
磙,n
印出,v
红红绿绿,i
插图,n
编成,v
顺口溜,n
出土,v
分秒,nt
礼拜,nt
时针,n
岁尾,nt
确指,v
三百六十五,m
四五·九八,m
恒星,n
二三·五六,m
七·０三,m
也可以说,v
几十几百,m
绝少,a
守岁,v
李妙,nh
操作法,n
大美厂,ni
单手,n
断头,v
停机,v
多日,nt
多时,nt
窜出,v
枪膛,n
瓶子,n
暴戾,a
凶狠,a
赵恒惕,nh
吴佩孚,nh
派来,v
行进,v
大钟,n
眉宇,n
稀疏,a
枪声,n
铜元,n
一生一世,i
滴嗒,o
糊里糊涂,i
姊姊,n
摆动,v
毒气弹,n
防备,v
──风,n
数目字,n
破天荒,i
即刻,d
戈林,nh
击落,v
敌机,n
茂尔得斯,nh
轰炸机,n
两千四百,m
公尺,q
油墨,n
光线,n
固,d
航速,n
１０４,m
人造卫星,n
跟头,n
十万八千里,i
月球,n
翻跟头,v
天王星,n
某时,nt
一瞬,nt
拳王,n
乔路易,nh
蹑足,v
提心吊胆,i
炸弹,n
咆哮,v
丧,v
悸,v
扩音器,n
飞起,v
黑压压,a
电光,n
甚么,r
视觉,n
电火花,n
伸长,v
探视,v
安德森,nh
中校,n
潜望镜,n
拉入,v
舵手,n
潜入,v
躲过,v
微型,a
操作台,n
减速,v
拐弯,v
超车,v
飞到,v
体温计,n
测出,v
体温,n
体表,n
摄氏,n
零度,mq
三百三十二,m
一千四百五十,m
音调,n
就低,v
长度,n
宽度,n
504,m
胶粘剂,n
氰基丙烯酸酯类,n
公式,n
飞行器,n
钟表,n
逃逸,v
小行星,n
电流,n
超声波,n
自转,v
奔来,v
何迅,nh
数字式,n
１１５,m
昆虫,n
姬蜂,n
黄蜂,n
山蜂,n
１１４,m
３０７,m
发声,v
蚊虫,n
钻进,v
电子元件,n
灵敏,a
算盘,n
四百四十,m
基留欣,nh
万无一失,i
猛兽,n
酣睡,v
上海科技开发交流中心,ni
倪长宏,nh
孟强华,nh
南京西路一一三五号,ns
第一西比利亚皮货服装商店,ni
巴基斯坦,ns
一百十一,m
八十二,m
外交家,n
递增率,n
凌透大队第一生产队,ns
煽动,v
化学药品,n
四十四点四,m
堪称,v
五千七百万,m
二千四百万,m
一百二十八点四,m
特等,a
第四半导体器件厂,ni
叶迪生,nh
王玉霞,nh
天津市蔬菜公司,ni
张士珍,nh
于淑珍,nh
红旗毛纺织厂,ni
郝培嵩,nh
第三建筑公司,ni
抹灰,v
王玉林,nh
抄袭,v
解手,v
王鹤寿,nh
花园式,n
─深县工人俱乐部,ni
四万二千,m
货轮,n
卢龙县刘家营公社南关大队第六生产队,ns
勤俭,a
井陉县岩峰第四生产队,ns
九百二十一,m
根部,n
石家庄工人文化宫,ns
高级人民法院,ni
第二化肥厂,ni
政策性,n
柔道队,n
阜城县,ns
蓝球,nh
代表队,n
白伏村,ns
石家庄列车段京重第二包乘组,ni
襄樊王谷城站,ns
技术处,n
郝长年,nh
卧铺,n
股骨,n
扭伤,v
第二次国内革命战争,n
抗美援朝,i
战功,n
卓著,a
开春,nt
大厂回族自治县冯兰庄大队第十五生产队,ns
蓝盾,ni
天津市羽毛球协会,ni
石家庄市郊区南翟营村,ns
郊区公安分局谈固派出所,ni
广州第一军医大学,ni
征兵,v
借宿,v
行迹,n
可疑,a
中西医结合,v
冯金标,nh
抗风,v
冲剂,n
失效,v
标准答案,n
试卷,n
判分,v
答对,v
冬鸣,nh
孙纲四,nh
联展,v
南京路,ns
外滩,ns
人民广场,ns
西藏路,ns
上海体育馆,ns
硕果,n
一百六十八万,m
四点四万,m
一百五十三点五万,m
国防部外事局,ni
陈显谋,nh
景深,n
立体感,n
制备,v
沈阳故宫,ns
迁都,v
太祖,n
努尔哈赤,nh
营造,v
落户,v
民办教师,n
林东乡白庄村,ns
批斗,v
报载,v
云南玉溪卷烟厂,ni
阿诗玛,ni
享有盛誉,v
烟草,n
邵治,nh
瑶琳,ns
仙境,n
有机硅,n
硅酮霜,n
防晒,v
防寒,v
防尘,v
抗御,v
紫外线,n
香海维生素ＥＢＣ美容霜,n
昆明,ns
烟厂,n
云烟,n
田七,n
山茶,n
重九,n
玉溪烟厂,ni
恭贺新禧,ni
米醋,n
砂糖,n
熬煎,v
闸北区工业公司,ni
河南北路四八七号,ns
闸北区图书馆,ni
清仓,v
２９９,m
报价,v
数字通信,v
市六医院,ni
门诊部,n
饮食业,n
豫,ns
菜馆,n
美满,a
现场会,n
拉平,v
纳,v
查证,v
作弊,v
初选,v
软卧,n
包扎,v
半璧山,ns
触,v
薰,n
主治,v
棉铃虫,n
红铃虫,n
飞蛾,n
果树,n
红蜘蛛,n
食心虫,n
毛虫,n
卷叶虫,n
上町村,ns
手头,n
宽绰,a
家底,n
厚实,a
存储,v
监,v
屏上,nl
视频,n
均匀,a
告示,n
机具,j
农业厅,n
临西县农机厂,ni
邢台地区农机研究所,ni
张云溪,nh
成名,v
张德俊,nh
中国戏曲学校,ni
程维高,nh
有情,v
悔不该,i
送回,v
南南合作,n
阜平化工厂,ni
化肥厂,n
经营不善,i
代表者,n
高龄,n
义演,v
主演,v
武松,nh
一如,v
该机,n
部颁,v
测验,v
机械工业出版社,ni
机械工程,n
电工,n
孙悟空,n
跳出,v
如来佛,n
手掌,n
安徽马鞍山市,ns
默默无闻,i
美国圣地亚哥,ns
不失时机,i
坐失良机,i
嶂石岩,n
名胜,n
概况,n
防水,v
防霉,v
快捷,a
旅游鞋,n
丙醇,n
锦州石化公司,ni
试车,v
一九五一,m
文君,ni
指控,v
偏袒,v
教义,n
缓急,a
地市,j
诱发,v
古蔺郎,ns
名酒,n
古蔺县郎酒一厂,ni
酒名,n
窖,n
变电站,n
电能,n
该报,n
座垫,n
矿物,n
清洁剂,n
凉爽,a
盈余,n
虚报,v
损耗,v
照发,v
白玉扇厂,ni
竹制,v
漂白,v
深加工,v
胶板,n
跳板,n
白玉,n
竹节,n
拼花,v
１．７亿,m
北京医用射线机厂,ni
１．５万,m
射线,n
联网,v
该书,n
著述,n
法经,n
仓储,n
李天道,nh
鱼目混珠,i
４４１万,m
快刀斩乱麻,i
湖南省政府,ni
点明,v
增派,v
医务,v
节余,n
有奖,v
一蹴而就,i
卫生院,n
上海交通大学,ni
邓旭初,nh
校产,n
择优,v
鸳鸯,n
７３０９,m
满兰香,ni
丝光,n
银质奖,n
长春热电总厂,ni
１．１亿,m
市建,j
１４２０,m
８０万,m
安装工程,n
雇员,n
现钞,n
涉外,v
险种,n
七百五十六,m
税款,n
摆事实,v
人民内部矛盾,n
搞成,v
敌我矛盾,n
申办,v
严谨,a
拉·甘地,nh
戴维斯,nh
该片,n
特等奖,n
粮田,n
李冰,nh
都江堰,ns
量才,v
上届,r
中韩,j
决战,v
避而不谈,i
官场,n
杭州市中医院,ni
家庭病床,n
超级,a
回转,v
李雪芹,nh
佳木斯,ns
刘亚丽,nh
李煦,nh
韩宝生,nh
恶棍,n
昭彰,a
杀人犯,n
抢劫犯,n
强奸犯,n
头子,n
教唆,v
严惩不贷,i
宽容,v
一九九一,m
规章,n
汇集,v
党纲,n
大选,n
克林顿-戈尔,nh
广州奇星制药厂,ni
海润广告公司,ni
播映,v
累坏,v
久居,v
该地,n
撷取,v
情趣,n
盎然,a
菜篮子,n
５０００万,m
肉猪,n
６万,m
６００万,m
鲜鱼,n
７５万,m
信息中心,n
开放城市,n
员工,n
经常性,n
分校,n
琵琶,n
中阮,n
古筝,n
扬琴,n
民乐,n
期考,n
额外,a
尖子,n
灌注,v
择优录取,i
吉林省浑江市砟子镇,ns
安插,v
勒索,v
拍卖,v
摊商,n
行商,n
集邮者,n
东湖宾馆,ns
冷库,n
宰杀,v
宴,n
六百五十,m
货物,n
加油站,n
邓鸿勋,nh
２.７,m
媒介,n
误为,v
旨,n
军地,j
敲边鼓,i
２４９７万,m
３.５,m
品格,n
换来,v
打碎,v
渡边佳英,nh
世界屋脊,n
星球,n
现任,v
年富力强,i
大崎电气工业公司,ni
专务,n
董事,n
电表,n
忙人,n
传达室,n
连累,v
热忱,n
４万,m
原著,n
安娜·卡列尼娜,n
憎,v
安娜,nh
卡列宁,nh
破鞋,n
正人君子,i
佣人,n
贵姓,n
坚持不懈,i
理顺,v
目的性,n
扔进,v
垃圾堆,n
眼界,n
弯路,n
风浪,n
吻合,v
政见,n
不折不扣,i
演奏家,n
中央音乐学院,ni
李其芳,nh
河北师大,ni
海南电子工业公司,ni
香港陆氏实业有限公司,ni
南宝杯,n
临走,v
送礼,v
采写,v
稿件,n
食盐,n
修理费,n
用后,nt
农技,j
中央工艺美术学院,ni
天津中医学院,ni
北京海淀区服装公司,ni
技师,n
一百三十,m
讲学,v
传艺,v
袖子,n
随遇而安,i
包下,v
刘洪凯,nh
圩堤,ns
溃,v
宁可,d
团校,j
范曾,nh
书法家,n
刘炳森,nh
冻伤,v
烧上,v
茄,n
杆子,n
来稿,n
被单,n
远房亲戚,i
王骥,nh
中岛宏,nh
卫生部长,n
陈敏章,nh
来华,v
广州白云山制药厂,ni
广州市,ns
歌剧团,n
知名度,n
插花,n
中国花协,j
周成义,nh
广西自治区烟草公司,ni
私下里,d
突尼斯,ns
参众两院,j
议长,n
免去,v
清淤,v
写清,v
寄出,v
写明,v
家址,n
够呛,a
上海长途电话局,ni
话务,n
值机,v
陈建英,nh
打来,v
闸北眼镜制片厂,ni
个体经济,n
征订,v
函,n
喜闻乐见,i
摆酒,v
入团,v
５.３万,m
９２３６,m
于仲秋,nh
有目共睹,i
婚丧嫁娶,i
酒席,n
举不胜举,i
会餐,v
掏腰包,v
曲酒,n
烂醉如泥,i
资深,a
填表,v
宁波无线电二厂,ni
庄南,nh
邀请信,n
加拿大金斯顿,ns
一千四百六十二,m
四百五十二,m
学历,n
万隆会议,n
考察团,n
海口市东湖宾馆,ns
答谢,v
湖区,n
下列,v
韩英,nh
中央委员会,n
平壤,ns
李朋,nh
严忠勤,nh
退职,v
李成瑞,nh
统计法,n
吃酒,v
巨款,n
中型,a
泖,n
高林弟,nh
求实,v
四千六百,m
八千四百,m
申请书,n
摆宴,v
法国普罗旺斯大学,ni
客座教授,n
法国汉学研究所,ni
文论,n
山崎荣一,nh
湖北洪湖县百货公司,ni
珠算,n
互学,v
选题,v
首日封,n
七四二,m
僧人,n
荣叡,nh
普照,nh
扬州大明寺,ns
鉴真,nh
海东,ns
明星,n
法兰西学院,ni
院士,n
中秋节,nt
九九,nt
重阳节,nt
医学院,n
复议,v
上海市皮革工业研究所,ni
天皇,n
嗅觉,n
朱建忠,nh
盖耶,nh
书橱,n
放满,v
期刊,n
体校,j
城建学院,ni
上海大学,ni
上海体院,ni
曹杨中学,ni
京西中学,ni
要点,n
谢鎯头,nh
声名,n
申请者,n
预付,v
行政人员,n
勤杂工,n
凑数,v
杳无音信,i
市内,nl
断线,v
上海录音器材厂,ni
上录,j
新民晚报,ni
上海人民广播电台,ni
气象台,n
旧房,n
后生,n
算账,v
恳请,v
师里,nl
呈交,v
编导,n
韩伟,nh
勘察,v
李四光,nh
图册,n
日本名吉屋,ns
横滨市政府,ni
日本名古屋,ns
横滨市,ns
居委,j
徐汇区法院,ni
审判员,n
助理员,n
联席会议,n
豫南,nl
志愿兵,n
８６,m
档次,n
糖块,n
清淡,a
杂烩,n
小吃店,n
大碗,n
龙凤呈祥,i
缘由,n
间隙,n
考虑到,v
潘,nhf
转车,v
传神,a
包炎辉,nh
北京外交部,ni
商讨,v
让开,v
切开,v
品尝,v
龙召松,nh
豪情,n
战书,n
构想,n
耳闻目睹,i
装好,v
顺道,d
交到,v
说通,v
通融,v
专线,n
请战,v
中国武术学院,ni
哥伦比亚大学,ni
体育系,n
于启祥,nh
请功,v
海清,nh
憋出,v
塑料袋,n
谁家,r
开起,v
嘉陵,ni
掌权,v
大乱,a
威公,nhs
齐桓公,nh
薨,x
无宁,d
超限,v
报来,v
增产增收,i
明细,a
对号,n
拍桌子,v
出生证,n
毛法政,nh
张春阳,nh
逮,v
尚方宝剑,i
朽木,n
雕,v
擦亮,v
真假,a
马思,nh
授意,v
余党,n
化名,n
丁学雷,nh
效劳,v
焦灼,a
口中,nl
回合,n
平手,n
卫生所,n
合作医疗,n
马拉松,n
胜利者,n
大处方,n
霉,v
西药,n
碘酒,n
胶布,n
包装纸,n
笺,n
不一而足,i
约稿,v
征稿,v
集聚,v
百花,n
妍,n
争上游,i
任课,v
统购,v
拉斯曼丘陵,ns
风能,n
太阳能,n
潮汐,n
聋,a
哑,a
老同学,n
热乎,a
酒逢知己,i
丁肇中,nh
有志于,v
奋斗不息,i
粘贴,v
促销,v
舞场,n
白桦林,ns
春水,n
绽,v
新芽,n
枝条,n
积水,v
映照,v
苍穹,n
令人神往,i
激起,v
面红耳赤,i
嵇,nhf
题中,nl
好办,a
梦寐以求,i
巴叽,o
比着,v
经济部,n
谜,n
摄制组,n
引到,v
瞬息,n
当官,v
捞一把,i
拉拉扯扯,v
公有,v
损公肥私,i
小学校,n
公家,n
铁公鸡,n
甭想,v
毫毛,n
陈明书,nh
谁谁,r
血洗,v
少尉,n
刘国庚,nh
非但,c
非议,v
听从,v
调遣,v
繁华,a
安逸,a
哨所,n
吕文华,nh
游击队,n
对峙,v
不容,v
半点,mq
儿戏,n
５１８７,m
日日,nt
贺年卡,n
封面,n
钢笔,n
真谛,n
趟出,v
冲垮,v
疆界,n
堤坝,n
固守,v
站柜台,v
稽,v
南充,ns
李慎宽,n
郭历权,nh
墨镜,n
这么点,r
尝出,v
大变,v
稀罕,a
储波,nh
出示,v
保证书,n
货真价实,i
酬宾,v
展卖,v
适中,a
惯例,n
大奖,n
全额,n
奖学金,n
毛发再生精,n
名气,n
好似,v
世外桃源,i
租,v
话说回来,i
拗,v
北京站邮局,ni
并肩,d
麦克风,n
受害者,n
控诉,v
犯法,v
评论员,n
抓人,v
刷白,a
到站,v
再三,d
方知,v
均等,a
追风,v
风云,n
得子,v
难产,v
手术室,n
肾,n
胡芝凤,nh
加工费,n
清明节,nt
亲去,v
埋葬,v
台北市地检署,ni
墓,n
堂,q
此情此景,i
堪为,vl
暴喝,v
土墙,n
鞘,n
残月,n
黑衣,n
火热,a
修期,nt
包换,v
包退,v
墓中,nl
长眠,v
静养,v
鸡眼,n
讣告,n
签发,v
限于,v
假若,c
冒犯,v
戒,v
离经叛道,i
亵渎,v
国手,n
计较,v
闯关,v
打主意,v
毛豆,n
明明白白,i
用餐,v
餐桌,n
０１８,m
制图,v
文争,nhs
颐和园,ni
同心,v
水井,n
房东,n
洗脸盆,n
积存,v
下院,ni
辩论,v
不可分割,i
炮楼,n
活靶子,n
枪法,n
应声,v
捧腹大笑,i
吸尘器,n
日蚀,n
月蚀,n
和睦,a
既使,c
散漫,a
松驰,a
篮板球,n
主动权,n
侦查,v
逍遥法外,i
主观上,nl
阿斗,n
诸葛亮,nh
踏踏实实,a
瞿秋白,nh
流毒,n
禁书,n
孙中山,nh
圈子,n
翦伯赞,nh
否,d
党章,n
纪律处分,n
赐,v
厕,n
古书,n
廓,n
恶人,n
所好,n
谁人,r
自救,v
求诸,v
宽泛,a
感触,n
志士仁人,i
谁是谁非,i
半途而废,i
安息日,n
坑里,nl
再不,c
佛,n
地狱,n
鄂伦春,ns
鄂温克,ns
火神,n
对火,v
不恭,a
火里,nl
